timestamp,product_id,brand,title,price,original_price,rating,review_count,stock_status
2025-05-22 22:46:38,100000020,Eureka,Eureka Stick Vacuum,456.88,532.21,2.1,621,In Stock
2025-05-27 22:46:38,100000021,Dyson,Dyson Stick Vacuum,200.74,224.04,2.0,1958,In Stock
2025-05-22 22:46:38,100000022,Hoover,Hoover Bagless Upright Vacuum,412.7,512.56,3.7,1095,In Stock
2025-06-02 22:46:38,100000023,Shark,Shark Handheld Vacuum,232.08,291.03,2.1,1467,In Stock
2025-05-22 22:46:38,100000024,Bissell,Bissell Stick Vacuum,427.39,524.09,2.6,732,In Stock
2025-06-13 22:46:38,100000025,Dyson,Dyson Bagless Upright Vacuum,142.33,201.83,4.7,1694,Out of Stock
2025-06-10 22:46:38,100000026,Dyson,Dyson Cordless Vacuum Cleaner,350.41,373.98,4.6,574,In Stock
2025-05-22 22:46:38,100000027,Eureka,Eureka Bagless Upright Vacuum,439.57,510.76,3.6,841,In Stock
2025-06-14 22:46:38,100000028,Shark,Shark Handheld Vacuum,78.21,92.33,4.9,1013,Out of Stock
2025-06-08 22:46:38,100000029,Eureka,Eureka Bagless Upright Vacuum,270.92,339.19,3.0,377,In Stock
2025-06-16 22:46:38,100000030,Hoover,Hoover Bagless Upright Vacuum,272.51,314.31,3.5,1820,In Stock
2025-05-22 22:46:38,100000031,Shark,Shark Handheld Vacuum,425.96,459.3,4.9,1480,Out of Stock
2025-06-10 22:46:38,100000032,Bissell,Bissell Handheld Vacuum,212.01,264.64,3.9,655,In Stock
2025-05-25 22:46:38,100000033,Dyson,Dyson Handheld Vacuum,151.31,209.48,4.3,793,In Stock
2025-05-21 22:46:38,100000034,Eureka,Eureka Stick Vacuum,488.66,552.28,4.0,781,Out of Stock
2025-06-03 22:46:38,100000035,Shark,Shark Handheld Vacuum,231.33,261.82,3.2,466,In Stock
2025-05-31 22:46:38,100000036,Dyson,Dyson Handheld Vacuum,424.07,483.49,3.2,1933,Out of Stock
2025-06-08 22:46:38,100000037,Hoover,Hoover Handheld Vacuum,258.71,298.09,3.8,934,In Stock
2025-05-29 22:46:38,100000038,Dyson,Dyson Robot Vacuum Cleaner,330.6,405.67,3.3,94,In Stock
2025-05-29 22:46:38,100000039,Eureka,Eureka Handheld Vacuum,168.01,192.1,3.9,1329,Out of Stock
2025-05-26 22:46:38,100000040,Hoover,Hoover Bagless Upright Vacuum,344.72,393.6,4.7,1628,Out of Stock
2025-06-16 22:46:38,100000041,Bissell,Bissell Robot Vacuum Cleaner,468.84,512.34,3.8,1621,Out of Stock
2025-06-08 22:46:38,100000042,Hoover,Hoover Handheld Vacuum,95.87,115.12,2.9,1507,Out of Stock
2025-05-25 22:46:38,100000043,Hoover,Hoover Handheld Vacuum,105.18,138.49,4.6,400,In Stock
2025-05-30 22:46:38,100000044,Hoover,Hoover Bagless Upright Vacuum,425.68,464.14,2.9,965,Out of Stock
2025-06-16 22:46:38,100000045,Hoover,Hoover Stick Vacuum,164.49,203.7,4.7,511,In Stock
2025-05-19 22:46:38,100000046,Hoover,Hoover Handheld Vacuum,478.96,499.76,3.7,770,Out of Stock
2025-05-31 22:46:38,100000047,Eureka,Eureka Handheld Vacuum,130.94,222.28,4.3,1868,Out of Stock
2025-05-27 22:46:38,100000048,Eureka,Eureka Bagless Upright Vacuum,373.02,467.95,3.2,1516,Out of Stock
2025-06-09 22:46:38,100000049,Hoover,Hoover Handheld Vacuum,330.18,377.54,3.4,1924,In Stock
2025-06-08 22:46:38,100000050,Eureka,Eureka Robot Vacuum Cleaner,73.11,73.26,4.6,124,Out of Stock
2025-05-29 22:46:38,100000051,Hoover,Hoover Bagless Upright Vacuum,177.67,179.34,4.0,1679,In Stock
2025-06-08 22:46:38,100000052,Hoover,Hoover Handheld Vacuum,450.16,534.17,4.2,1626,Out of Stock
2025-05-20 22:46:38,100000053,Bissell,Bissell Cordless Vacuum Cleaner,447.53,466.11,4.4,1927,In Stock
2025-05-28 22:46:38,100000054,Dyson,Dyson Bagless Upright Vacuum,260.5,351.33,4.2,501,Out of Stock
2025-06-02 22:46:38,100000055,Shark,Shark Robot Vacuum Cleaner,104.82,195.75,2.7,846,In Stock
2025-05-23 22:46:38,100000056,Bissell,Bissell Handheld Vacuum,181.1,199.5,4.0,161,Out of Stock
2025-05-24 22:46:38,100000057,Dyson,Dyson Robot Vacuum Cleaner,420.15,422.19,4.7,882,Out of Stock
2025-06-02 22:46:38,100000058,Shark,Shark Bagless Upright Vacuum,88.21,157.77,4.8,196,In Stock
2025-06-15 22:46:38,100000059,Bissell,Bissell Handheld Vacuum,293.64,300.89,3.0,1721,Out of Stock
2025-05-25 22:46:38,100000060,Shark,Shark Handheld Vacuum,191.01,206.27,4.8,809,Out of Stock
2025-05-28 22:46:38,100000061,Shark,Shark Bagless Upright Vacuum,311.61,328.84,4.6,230,In Stock
2025-05-18 22:46:38,100000062,Bissell,Bissell Robot Vacuum Cleaner,59.01,111.76,2.2,1820,In Stock
2025-05-18 22:46:38,100000063,Dyson,Dyson Cordless Vacuum Cleaner,148.6,210.81,3.5,155,Out of Stock
2025-06-07 22:46:38,100000064,Hoover,Hoover Handheld Vacuum,174.95,204.32,3.0,449,In Stock
2025-06-09 22:46:38,100000065,Hoover,Hoover Robot Vacuum Cleaner,440.73,442.95,5.0,1649,Out of Stock
2025-06-16 22:46:38,100000066,Bissell,Bissell Bagless Upright Vacuum,85.29,86.33,2.8,1936,Out of Stock
2025-06-12 22:46:38,100000067,Bissell,Bissell Robot Vacuum Cleaner,273.45,305.43,3.0,1748,Out of Stock
2025-06-11 22:46:38,100000068,Eureka,Eureka Robot Vacuum Cleaner,151.41,212.7,4.3,169,In Stock
2025-06-07 22:46:38,100000069,Bissell,Bissell Stick Vacuum,310.27,313.43,2.1,1161,Out of Stock
2025-06-16 22:46:38,100000070,Bissell,Bissell Stick Vacuum,497.7,585.96,4.0,1612,Out of Stock
2025-06-16 22:46:38,100000071,Bissell,Bissell Stick Vacuum,373.21,448.19,3.7,1096,Out of Stock
2025-06-15 22:46:38,100000072,Shark,Shark Cordless Vacuum Cleaner,166.77,263.66,3.1,508,In Stock
2025-06-12 22:46:38,100000073,Shark,Shark Robot Vacuum Cleaner,193.89,198.85,2.9,1575,Out of Stock
2025-06-13 22:46:38,100000074,Hoover,Hoover Stick Vacuum,429.8,449.83,2.2,766,In Stock
2025-06-06 22:46:38,100000075,Dyson,Dyson Cordless Vacuum Cleaner,391.12,403.03,4.8,727,In Stock
2025-05-27 22:46:38,100000076,Eureka,Eureka Robot Vacuum Cleaner,337.27,392.59,4.2,1885,Out of Stock
2025-06-01 22:46:38,100000077,Eureka,Eureka Cordless Vacuum Cleaner,294.11,366.94,3.6,1037,Out of Stock
2025-05-29 22:46:38,100000078,Shark,Shark Bagless Upright Vacuum,256.68,311.81,2.9,737,Out of Stock
2025-06-08 22:46:38,100000079,Dyson,Dyson Handheld Vacuum,142.04,193.17,4.0,707,Out of Stock
2025-06-16 22:46:38,100000080,Hoover,Hoover Cordless Vacuum Cleaner,328.91,404.55,2.4,1864,In Stock
2025-06-01 22:46:38,100000081,Hoover,Hoover Bagless Upright Vacuum,226.4,260.6,3.9,849,In Stock
2025-05-19 22:46:38,100000082,Bissell,Bissell Robot Vacuum Cleaner,277.77,335.55,2.0,1905,Out of Stock
2025-05-29 22:46:38,100000083,Bissell,Bissell Robot Vacuum Cleaner,273.65,338.56,4.2,1729,Out of Stock
2025-05-20 22:46:38,100000084,Hoover,Hoover Stick Vacuum,326.84,342.2,4.4,487,In Stock
2025-06-05 22:46:38,100000085,Hoover,Hoover Stick Vacuum,203.08,298.23,3.8,1324,In Stock
2025-05-21 22:46:38,100000086,Bissell,Bissell Bagless Upright Vacuum,409.45,464.36,2.7,711,Out of Stock
2025-05-23 22:46:38,100000087,Dyson,Dyson Handheld Vacuum,264.39,303.43,2.2,1452,In Stock
2025-05-31 22:46:38,100000088,Dyson,Dyson Bagless Upright Vacuum,159.15,208.36,3.6,551,Out of Stock
2025-05-18 22:46:38,100000089,Dyson,Dyson Handheld Vacuum,96.01,188.25,4.1,1353,Out of Stock
2025-05-30 22:46:38,100000090,Eureka,Eureka Stick Vacuum,206.31,243.97,3.1,899,In Stock
2025-05-31 22:46:38,100000091,Dyson,Dyson Robot Vacuum Cleaner,185.66,192.18,2.4,411,Out of Stock
2025-06-03 22:46:38,100000092,Shark,Shark Bagless Upright Vacuum,361.41,414.11,3.1,601,In Stock
2025-05-30 22:46:38,100000093,Shark,Shark Cordless Vacuum Cleaner,209.79,262.95,4.0,663,In Stock
2025-06-03 22:46:38,100000094,Hoover,Hoover Robot Vacuum Cleaner,427.56,525.39,3.4,1,Out of Stock
2025-06-08 22:46:38,100000095,Shark,Shark Handheld Vacuum,393.12,479.98,4.2,1351,In Stock
2025-05-25 22:46:38,100000096,Shark,Shark Stick Vacuum,72.53,132.38,4.8,1322,In Stock
2025-06-16 22:46:38,100000097,Dyson,Dyson Cordless Vacuum Cleaner,195.71,223.92,2.4,1657,In Stock
2025-06-01 22:46:38,100000098,Bissell,Bissell Handheld Vacuum,178.08,229.36,4.8,921,Out of Stock
2025-05-24 22:46:38,100000099,Shark,Shark Stick Vacuum,447.89,505.63,4.0,716,Out of Stock
